Year,Name,Team,Position,Game Date,Home or Away,Opponent,Location,Extra Points Made,Extra Points Attempted,Percentage of Extra Points Made
2015,"Franks, Andrew",MIA,K,09/27,Home,BUF,Hard Rock Stadium,0,1,0
2015,"Franks, Andrew",MIA,K,10/04,Home,NYJ,Hard Rock Stadium,2,2,100
2015,"Franks, Andrew",MIA,K,10/18,Away,TEN,Nissan Stadium,5,5,100
2015,"Franks, Andrew",MIA,K,10/25,Home,HOU,Hard Rock Stadium,5,6,83.3
2015,"Franks, Andrew",MIA,K,10/29,Away,NE,Gillete Stadium,1,1,100
2015,"Franks, Andrew",MIA,K,11/08,Away,BUF,New Era Field,2,2,100
2015,"Franks, Andrew",MIA,K,11/15,Away,PHI,Lincoln Financial Field,2,2,100
2015,"Franks, Andrew",MIA,K,11/22,Home,DAL,Hard Rock Stadium,2,2,100
2015,"Franks, Andrew",MIA,K,11/29,Away,NYJ,MetLife Stadium,2,3,66.7
2015,"Franks, Andrew",MIA,K,12/06,Home,BAL,Hard Rock Stadium,1,1,100
2015,"Franks, Andrew",MIA,K,12/14,Home,NYG,Hard Rock Stadium,3,3,100
2015,"Franks, Andrew",MIA,K,12/20,Away,LAC,StubHub Center,2,2,100
2015,"Franks, Andrew",MIA,K,12/27,Home,IND,Hard Rock Stadium,0,0,--
2015,"Franks, Andrew",MIA,K,01/03,Home,NE,Hard Rock Stadium,2,2,100
2015,"Walsh, Blair",MIN,K,09/14,Away,SF,Levi's Stadium,0,0,--
2015,"Walsh, Blair",MIN,K,09/20,Home,DET,U.S. Bank Stadium,2,3,66.7
2015,"Walsh, Blair",MIN,K,09/27,Home,LAC,U.S. Bank Stadium,4,4,100
2015,"Walsh, Blair",MIN,K,10/04,Away,DEN,Broncos Stadium at Mile High,2,2,100
2015,"Walsh, Blair",MIN,K,10/18,Home,KC,U.S. Bank Stadium,1,1,100
2015,"Walsh, Blair",MIN,K,10/25,Away,DET,Ford Field,1,2,50
2015,"Walsh, Blair",MIN,K,11/01,Away,CHI,Soldier Field,2,2,100
2015,"Walsh, Blair",MIN,K,11/08,Home,LAR,U.S. Bank Stadium,1,1,100
2015,"Walsh, Blair",MIN,K,11/15,Away,OAK,Oakland–Alameda County Coliseum,3,3,100
2015,"Walsh, Blair",MIN,K,11/22,Home,GB,U.S. Bank Stadium,1,2,50
2015,"Walsh, Blair",MIN,K,11/29,Away,ATL,Mercedes-Benz Stadium,2,2,100
2015,"Walsh, Blair",MIN,K,12/06,Home,SEA,U.S. Bank Stadium,1,1,100
2015,"Walsh, Blair",MIN,K,12/10,Away,ARI,State Farm Stadium,2,2,100
2015,"Walsh, Blair",MIN,K,12/20,Home,CHI,U.S. Bank Stadium,5,5,100
2015,"Walsh, Blair",MIN,K,12/27,Home,NYG,U.S. Bank Stadium,4,5,80
2015,"Walsh, Blair",MIN,K,01/03,Away,GB,Lambeau Field,2,2,100
2015,"Tucker, Justin",BAL,K,09/13,Away,DEN,Broncos Stadium at Mile High,1,1,100
2015,"Tucker, Justin",BAL,K,09/20,Away,OAK,Oakland–Alameda County Coliseum,3,3,100
2015,"Tucker, Justin",BAL,K,09/27,Home,CIN,M&T Bank Stadium,3,3,100
2015,"Tucker, Justin",BAL,K,10/01,Away,PIT,Heinz Field,2,2,100
2015,"Tucker, Justin",BAL,K,10/11,Home,CLE,M&T Bank Stadium,3,3,100
2015,"Tucker, Justin",BAL,K,10/18,Away,SF,Levi's Stadium,2,2,100
2015,"Tucker, Justin",BAL,K,10/26,Away,ARI,State Farm Stadium,1,1,100
2015,"Tucker, Justin",BAL,K,11/01,Home,LAC,M&T Bank Stadium,2,2,100
2015,"Tucker, Justin",BAL,K,11/15,Home,JAX,M&T Bank Stadium,2,2,100
2015,"Tucker, Justin",BAL,K,11/22,Home,LAR,M&T Bank Stadium,1,1,100
2015,"Tucker, Justin",BAL,K,11/30,Away,CLE,FirstEnergy Stadium,3,3,100
2015,"Tucker, Justin",BAL,K,12/06,Away,MIA,Hard Rock Stadium,1,1,100
2015,"Tucker, Justin",BAL,K,12/13,Home,SEA,M&T Bank Stadium,0,0,--
2015,"Tucker, Justin",BAL,K,12/20,Home,KC,M&T Bank Stadium,2,2,100
2015,"Tucker, Justin",BAL,K,12/27,Home,PIT,M&T Bank Stadium,2,2,100
2015,"Tucker, Justin",BAL,K,01/03,Away,CIN,Paul Brown Stadium,1,1,100
2015,"Gano, Graham",CAR,K,09/13,Away,JAX,TIAA Bank Field,2,2,100
2015,"Gano, Graham",CAR,K,09/20,Home,HOU,Bank of America Stadium,3,3,100
2015,"Gano, Graham",CAR,K,09/27,Home,NO,Bank of America Stadium,3,3,100
2015,"Gano, Graham",CAR,K,10/04,Away,TB,Raymond James Stadium,4,4,100
2015,"Gano, Graham",CAR,K,10/18,Away,SEA,CenturyLink Field,3,4,75
2015,"Gano, Graham",CAR,K,10/25,Home,PHI,Bank of America Stadium,3,3,100
2015,"Gano, Graham",CAR,K,11/02,Home,IND,Bank of America Stadium,2,3,66.7
2015,"Gano, Graham",CAR,K,11/08,Home,GB,Bank of America Stadium,4,4,100
2015,"Gano, Graham",CAR,K,11/15,Away,TEN,Nissan Stadium,3,3,100
2015,"Gano, Graham",CAR,K,11/22,Home,WAS,Bank of America Stadium,5,5,100
2015,"Gano, Graham",CAR,K,11/26,Away,DAL,AT&T Stadium,3,3,100
2015,"Gano, Graham",CAR,K,12/06,Away,NO,Mercedes-Benz Superdome,5,6,83.3
2015,"Gano, Graham",CAR,K,12/13,Home,ATL,Bank of America Stadium,5,5,100
2015,"Gano, Graham",CAR,K,12/20,Away,NYG,MetLife Stadium,5,5,100
2015,"Gano, Graham",CAR,K,12/27,Away,ATL,Mercedes-Benz Stadium,1,1,100
2015,"Gano, Graham",CAR,K,01/03,Home,TB,Bank of America Stadium,5,5,100
2015,"Bryant, Matt",ATL,K,09/14,Home,PHI,Mercedes-Benz Stadium,2,2,100
2015,"Bryant, Matt",ATL,K,09/20,Away,NYG,MetLife Stadium,3,3,100
2015,"Bryant, Matt",ATL,K,09/27,Away,DAL,AT&T Stadium,4,4,100
2015,"Bryant, Matt",ATL,K,10/04,Home,HOU,Mercedes-Benz Stadium,6,6,100
2015,"Bryant, Matt",ATL,K,10/11,Home,WAS,Mercedes-Benz Stadium,1,1,100
2015,"Bryant, Matt",ATL,K,10/15,Away,NO,Mercedes-Benz Superdome,3,3,100
2015,"Bryant, Matt",ATL,K,10/25,Away,TEN,Nissan Stadium,1,1,100
2015,"Bryant, Matt",ATL,K,11/01,Home,TB,Mercedes-Benz Stadium,2,2,100
2015,"Bryant, Matt",ATL,K,11/08,Away,SF,Levi's Stadium,1,1,100
2015,"Bryant, Matt",ATL,K,11/22,Home,IND,Mercedes-Benz Stadium,3,3,100
2015,"Bryant, Matt",ATL,K,11/29,Home,MIN,Mercedes-Benz Stadium,--,--,--
2015,"Bryant, Matt",ATL,K,12/06,Away,TB,Raymond James Stadium,--,--,--
2015,"Zuerlein, Greg",LAR,K,09/13,Home,SEA,Los Angeles Memorial Coliseum,4,4,100
2015,"Zuerlein, Greg",LAR,K,09/20,Away,WAS,FedExField,1,1,100
2015,"Zuerlein, Greg",LAR,K,09/27,Home,PIT,Los Angeles Memorial Coliseum,0,0,--
2015,"Zuerlein, Greg",LAR,K,10/04,Away,ARI,State Farm Stadium,3,3,100
2015,"Zuerlein, Greg",LAR,K,10/11,Away,GB,Lambeau Field,1,1,100
2015,"Zuerlein, Greg",LAR,K,10/25,Home,CLE,Los Angeles Memorial Coliseum,3,3,100
2015,"Zuerlein, Greg",LAR,K,11/01,Home,SF,Los Angeles Memorial Coliseum,2,2,100
2015,"Zuerlein, Greg",LAR,K,11/08,Away,MIN,U.S. Bank Stadium,0,0,--
2015,"Zuerlein, Greg",LAR,K,11/15,Home,CHI,Los Angeles Memorial Coliseum,1,1,100
2015,"Zuerlein, Greg",LAR,K,11/22,Away,BAL,M&T Bank Stadium,1,2,50
2015,"Zuerlein, Greg",LAR,K,11/29,Away,CIN,Paul Brown Stadium,--,--,--
2015,"Zuerlein, Greg",LAR,K,12/06,Home,ARI,Los Angeles Memorial Coliseum,--,--,--
2015,"Zuerlein, Greg",LAR,K,12/13,Home,DET,Los Angeles Memorial Coliseum,3,3,100
2015,"Zuerlein, Greg",LAR,K,12/17,Home,TB,Los Angeles Memorial Coliseum,4,4,100
2015,"Zuerlein, Greg",LAR,K,12/27,Away,SEA,CenturyLink Field,2,3,66.7
2015,"Zuerlein, Greg",LAR,K,01/03,Away,SF,Levi's Stadium,1,1,100
2015,"Santos, Cairo",KC,K,09/13,Away,HOU,NRG Stadium,3,3,100
2015,"Santos, Cairo",KC,K,09/17,Home,DEN,Arrowhead Stadium,3,3,100
2015,"Santos, Cairo",KC,K,09/28,Away,GB,Lambeau Field,2,2,100
2015,"Santos, Cairo",KC,K,10/04,Away,CIN,Paul Brown Stadium,0,0,--
2015,"Santos, Cairo",KC,K,10/11,Home,CHI,Arrowhead Stadium,2,2,100
2015,"Santos, Cairo",KC,K,10/18,Away,MIN,U.S. Bank Stadium,1,1,100
2015,"Santos, Cairo",KC,K,10/25,Home,PIT,Arrowhead Stadium,2,2,100
2015,"Santos, Cairo",KC,K,11/01,Home,DET,Arrowhead Stadium,6,6,100
2015,"Santos, Cairo",KC,K,11/15,Away,DEN,Broncos Stadium at Mile High,2,2,100
2015,"Santos, Cairo",KC,K,11/22,Away,LAC,StubHub Center,3,4,75
2015,"Santos, Cairo",KC,K,11/29,Home,BUF,Arrowhead Stadium,3,3,100
2015,"Santos, Cairo",KC,K,12/06,Away,OAK,Oakland–Alameda County Coliseum,2,3,66.7
2015,"Santos, Cairo",KC,K,12/13,Home,LAC,Arrowhead Stadium,1,1,100
2015,"Santos, Cairo",KC,K,12/20,Away,BAL,M&T Bank Stadium,4,4,100
2015,"Santos, Cairo",KC,K,12/27,Home,CLE,Arrowhead Stadium,2,2,100
2015,"Santos, Cairo",KC,K,01/03,Home,OAK,Arrowhead Stadium,3,3,100
